Name	Value	Count
chipskitchen - Food corner by Chip	33	11
Chi's Cafe	9767	2266
Chiz Bakery - GÀ SỐT BÁNH GẠO HÀN QUỐC	12	3
Chợ 200	52	21
Chợ 200 Xóm Chiếu	4	1
Chợ Bà Chiểu	62	17
Chợ bà điểm	47	13
Chợ Bến Thành	539	138
Chợ Bến Thành 	96	24
Chợ Bonjour Saigon	48	12
Chợ Cần Giờ - Hải Sản Tươi Sống	880	226
Chợ Cuối Tuần	1098	244
Chợ đêm Băng Cốc-Trường Sơn	5	1
Chợ Đông Xuân	36	9
Chợ Gò Vấp	0	4
Chợ Hải Sản Giang Ghẹ 2	4	1
Chợ Hàng Dương - Hải Sản Tươi Sống	836	206
Chợ Hạnh Thông Tây - Gò Vấp	80	20
Chợ Hồ Thị Kỷ	45	9
chợ Hoàng Hoa Thám	95	19
Chợ hóc môn	57	16
Chợ Lê Hồng Phong	5	6
Chợ Nguyễn Văn Trỗi	48	10
Chợ Phạm Thế Hiển, phường 4, quận 8	4	1
Chợ Phạm Văn Hai	119	34
Chợ Sale Cuối Tuần -  Cao Thắng	4	1
Chợ Tân Định	14	4
Chợ Tân Định 	22	11
Chợ Tân Mỹ	20	5
Chợ Thủ Đức	9	3
Chợ Xóm Chiếu	40	10
Choco house	6	2
Chocolate Graphics – Cộng Hoà	1072	268
Chocolate Graphics - Vincom Center	8	2
Chocolate valentine	0	3
Chóe Quán - Lê Văn Sỹ	3	1
Choi Go Jip - Công Trường Lam Sơn	48	12
Choi Go Jip - Công Trường Mê Linh	8	2
Chòi Quán - Hoa Mai	28	7
Choice Hotpot - Buffet Lẩu Nhật	48	10
Chon Chon Cake Shop	4	1
Chooki BBQ - Cresent Mall	10	2
Chooki BBQ & Hotpot Buffet - Crescent Mall	7	2
Chooki BBQ & Hotpot Buffet - Vincom Plaza Gò Vấp	7	2
Chouquettes - Tiệm Bánh Online	0	2
Chris Food Online	0	2
Chú Ba - Phá Lấu & Khổ Qua Cà Ớt - Dương Đình Nghệ	7	2
Chu Chu Food - Giao Hàng Tận Nơi	7	2
Chú Mập - Trà Sữa	6	2
Chú Tèo - Món Nướng Tại Bàn, Lẩu, Hải Sản	16	4
Chú Tư Già - Hủ Tiếu Bò Viên	5	2
Chu văn an, quận bình Thạnh	0	7
Chùa Bửu Long	2224	537
Chùa Châu Đốc 3 - Bến Gỗ	147	42
Chùa Giác Lâm - Lạc Long Quân	399	114
Chùa Hoằng Pháp - Hóc Môn	187	46
Chùa Kỳ Quang 2	1120	280
Chùa Ngọc Hoàng - Mai Thị Lựu	1496	374
Chùa Pháp Hoa - Lê Văn Sỹ	91	26
Chùa Phổ Quang	1804	448
Chùa Phước Thiện	160	36
Chùa Vạn Đức - Tô Ngọc Vân	384	96
Chùa Viên Giác - Bùi Thị Xuân	56	14
Chuck's Burgers	17881	4064
Chuối Chiên - Đề Thám	8	2
Chuối nếp nướng Cô Thủy	18	6
Chuối Nướng Võ Văn Tần	6	2
Chuồn Chuồn Đỏ - Lê Thánh Tôn	20	5
Chuông Gió Trà & Cafe - 3 Tháng 2	10	3
Churros Box - Crescent Mall	118	31
Churros Box - Hồ Tùng Mậu	150	38
Churros Box - Huỳnh Thúc Kháng	37	9
Chu's Store	0	7
Chút Chít Quán	32	8
Chy - Coffee & Smoothie	36	8
CI5 Coffee & Tea House	42	11
CI5 Coffee & Tea House - Lê Văn Sỹ	128	32
Ciao Bella	9985	2290
Ciao Bella - Món Ý	17	4
Ciao Cafe	255	60
Ciao Cafe - Ngô Đức Kế	24	6
Ciao Cafe - Nguyễn Huệ	48	12
CineB Saigon - Lê Công Kiều	154	44
Cinebox - Hòa Bình	18	6
Cinebox - Lý Chính Thắng	473	146
Cinestar - Nguyễn Trãi	1075	274
Circle K	150	50
Circle K - 107 Tôn Dật Tiên	287	82
Circle K - 171B Hoàng Hoa Thám	128	32
Circle K - 46 Hoàng Hoa Thám 	90	30
Circle K - An Dương Vương	206	96
Circle K - Bà Huyện Thanh Quan	792	198
Circle K - Bùi Thị Xuân	119	34
Circle K - Cao Lỗ	200	50
Circle K - Công Trường Lam Sơn	21	6
Circle K - Đồng Nai	16	4
Circle K - Đường Số 17	84	28
Circle K - Hai Bà Trưng	832	208
Circle K - Hậu Giang	448	112
Circle K - Hồ Tùng Mậu	376	94
Circle K - Hoàng Hoa Thám	71	21
Circle K - Lâm Văn Bền	912	228
Circle K - Lê Văn Sỹ	32	8
Circle K - Lý Tự Trọng	355	94
Circle K - Miếu Nổi	688	172
Circle K - Nam Kỳ Khởi Nghĩa	32	8
Circle K - Nguyễn Chí Thanh	430	121
Circle K - Nguyễn Công Trứ	165	54
Circle K - Nguyễn Huệ	52	26
Circle K - Nguyễn Khắc Nhu	36	24
Circle K - Nguyễn Kim	455	108
Circle K - Nguyễn Thị Thập	32	8
Circle K - Nguyễn Trọng Tuyển	32	8
Circle K - Nguyễn Trường Tộ	79	20
Circle K - Nguyễn Văn Bảo	272	68
Circle K - Phạm Ngũ Lão	744	186
Circle K - Phan Đăng Lưu	0	13
Circle K - Phan Văn Hân	32	8
Circle K - Phú Mỹ Hưng	100	25
Circle K - Sư Vạn Hạnh	448	112
Circle K - Thảo Điền	24	6
Circle K - Tôn Dật Tiên	402	100
Circle K - Trần Quốc Toản	32	8
Circle K - Võ Văn Ngân	510	128
Citi Plaza - Nguyễn Trãi	24	6
Citizen coffee	28	10
Citizone Củ Chi	0	3
Citizone Hóc Môn	0	6
CJH Coffee - Bình Thới	15	5
CJH Coffee & Ice Cream	8	2
Clash of Clans Coffee	5	1
Clb Bida Carmen	1056	264
CLB Billiards Thiên Phúc Honey	889	254
CLB Karaoke - Saigon Star Hotel 	28	8
Cliché Cafe	4	1
Cloud 9 - Trà sữa	4	1
Cloud Garden - Quán cafe siêu xinh đẹp bên Sơn Trà	4	1
Clover Cafe - Hồ Biểu Chánh	8	2
Clover Cafe & Crepes	68	17
Club 12 - Lê Quý Đôn	4	1
Cô Anh - Bánh Xèo Miền Trung	7	2
Cô Ba - Bún Thịt Nướng	40	8
Cỏ Ba Lá - Chè Khúc Bạch, Bánh Bèo Chén	6	2
Cô Ba Nữ - Cháo Bầu	21	5
Cô Ba Xứ Quảng	76	19
Cô Ba Xứ Quảng - Home Kitchen	16	4
Cố Đô - An Dương Vương	8	2
Có Gì Bán Đấy	20	7
Cò Kiếu Bên Sông 	3	1
Cô Kim - Cơm Trưa Văn Phòng	7	2
Cô Lan - Bún Cà Ri Gà	7	2
Cô Liên - Bánh Khọt Vũng Tàu	4	2
Cô Liên - Bò Lá Lốt & Mỡ Chài	4	1
Cô Mai - Bún Suông & Bún Mắm	7	2
Cô Năm - Cút Chiên Bơ 	53	14
Cơ Nguyễn Spa - Nguyễn Cửu Đàm	968	242
Cô Phượng	12	3
Cơ Sở Nấu Tiệc Gia Hưng	656	164
Cô Tám - Bánh Mì Nướng Muối Ớt	7	2
Cô Tám - Bò Bít Tết	4	1
Cô Tám Miền Trung - Món Cuốn, Bánh Bèo & Bún Trộn	24	6
Cô Thanh - SC Vivo City	32	8
Cô Thảo - Phá Lấu Bò	20	5
Cỏ Tranh	26	6
Cô Túc - Bánh Canh & Mì	126	28
Cobalt Restaurant & Bar - Rooftop Pullman Hotel	7	2
Cobalt Restaurant and Bar	5562	1202
Coc Coffee 161	4	1
Coca Express - Parkson CT Plaza	36	9
Coca Store	60	12
Coca Suki - Lẩu Và Món Thái - Parkson Hùng Vương	4	1
Coca Suki - Lẩu Và Món Thái - UnionSquare	6	2
Coca Suki - Vincom Center A	16	4
Cocha Micha	28	7
Cocha Micha - Quán Cơm Chảo	8	2
Cochee Coffee & Cheesy Food	16	4
Cochee Coffee & Cheesy Foods	23	6
COCO 5 - Nguyễn Tri Phương	4	1
Coco Beachcamp	9	2
Coco Kem - Trần Đình Xu	20	5
Coco lover - Bàu Cát	36	9
Coco Sushi	819	284
Coco5 - Đồng Nai	9	2
Coco5 - Đồng Nai 	120	24
Coco5 - Lý Chính Thắng	30	6
CoCo5 - Nguyễn Huệ	4	1
Coco5 - Nguyễn Huệ 	155	31
Coco5 - Nguyễn Tri Phương	105	21
CoCo5 Món Ngon Đường Phố Bangkok - CN1	20	5
CoCo5 Món Ngon Đường Phố Bangkok - CN2 	30	8
CoCo5 Món Ngon Đường Phố Bangkok - CN3	14	4
CoCo5 Món Ngon Đường Phố Bangkok - CN5	12	4
Cocochin Food Court	12	3
Coconut - Hùng Vương	7	2
Coconut Coffee 	14	4
CocoRico - Gà Nướng Pháp	3	1
Cocorico - Savoury French Roast Chicken	1170	349
Coffee 25 - Take Away	17	6
Coffee Bean & Tea Leaf	8	2
Coffee Bello & Ice Cream	4	1
Coffee House Vietnam	6	2
Coffee House Vietnam - Rừng & Biển Cafe	29	8
Coffee Mưa Aucostic - Hoàng Diệu 2	5	1
Coffee Perfume - Lê Thị Riêng	44	11
Coffee Spin	3	1
Coffee Stress	12	3
Coffee Terrace - MerPerle Crystal Palace	38	8
Coffee Tree Take Away	16	4
Cối Cafe - Trần Quang Khải	8	2
Colorful Market	64	16
Cơm Bác Cả	40	11
Cơm Bác Cả - Nguyễn Công Trứ	8	2
Cơm bình dân - Phan Văn Trị	24	6
Cơm Bình Dân Bà Bảy	5	1
Cơm Chay 27	6	2
Cơm cháy chà bông	10	2
Cơm Cháy Chà Bông Mỡ Hành Ngon Ngon - Shop Online	35	7
Cơm cháy chà bông Thành Tài	0	2
Cơm cháy chất - CMT8	5	1
Cơm Chay Diệu Giác	20	5
Cơm Chay Diệu Ngọc	3	1
Cơm chay Đóa Sen Vàng - Bắc Hải	20	6
Cơm Chay Giác Đức	24	6
Cơm Chay Khai Tâm 	8	2
Com Chay Mani	6388	1438
Cơm cháy Nam Kỳ Khởi Nghĩa - Gánh Hàng Rong	8	2
Cơm Cháy Nhà Mần - Crunchy & Yummy - Shop Online	8	2
Cơm cháy nước mắm Susu SG	0	2
Cơm Chay Phương Tịnh	0	8
Cơm cháy, xôi chiên, bánh tráng cuốn Q11	20	5
Cơm Chiên & Nui Xào Bò - Cống Quỳnh	6	2
Com Deli	313	100
Cơm Express - Tô Hiến Thành	12	3
Cơm Gà Bà Luận Tam Kỳ - Cao Thắng	2	2
Cơm gà Bà Luận Tam Kỳ - Phan Xích Long	24	6
Cơm gà cháy tỏi sốt mạch nha	3	1
Cơm Gà Da Giòn - Đường D1	4	1
Cơm Gà Da Giòn - Đường D2	13	4
Cơm gà da giòn - Nguyễn Trọng Tuyển	12	3
Cơm Gà Đông Nguyên - Nguyễn Trãi	12	3
Cơm gà Hải Nam - Âu Cơ	11	3
Cơm Gà Hải Nam - Lê Thị Hồng Gấm	32	8
Cơm Gà Hải Nam - Nguyễn Tri Phương	75	20
Cơm Gà Hải Nam - Thành Thái	5	2
Cơm gà Hải Nam Lộc Phát	24	6
Cơm Gà Hội An	7	2
Cơm gà Hội An - Cách Mạng Tháng 8	72	18
Cơm Gà Hội An - Cơm Gà Má Lợi	16	4
Cơm Gà Hồng Phát - Tân Bình	8	2
Cơm gà Hồng Xương - Lê Văn Sỹ	24	6
Cơm Gà Hồng Xương - Nguyễn Trãi	10	3
Cơm gà Má Lợi 	166	35
Cơm gà Nha Trang Nhất Tâm	40	10
Cơm gà nướng Ngọc Bích - Đồng Nai	10	2
Cơm Gà Nướng Than - Cách Mạng Tháng 8	4	1
Cơm Gà Quay Chảo - Lạc Long Quân	5	1
Cơm Gà Sơn Ký	8	2
Cơm gà sốt dầu hào - Phan Đình Phùng	6	6
Cơm Gà Tam Kỳ Hồng Nga - Bùi Thị Xuân	10	2
Cơm Gà Thành Ký	5	1
Cơm Gà Thượng Hải - Ẩm Thực Trung Hoa	97	24
Cơm gà Trâm Anh - Bà Triệu	4	1
Cơm Gà Xối Mỡ - Cách Mạng Tháng Tám 	2	1
Cơm gà xối mỡ - Hải Thượng Lãn Ông	4	1
Cơm gà xối mỡ - Huỳnh Đình Hai	24	6
Cơm gà xối mỡ - Phan Văn Trị	4	1
Cơm gà xối mỡ - Trần Văn Đang	4	1
Cơm Gà Xối Mỡ 268 - Nguyễn Văn Đậu	3	1
Cơm Gà Xối Mỡ Ánh Vy - Bà Hạt	16	4
Cơm gà xối mỡ Bến Ba Đình	16	4
Cơm Gà Xối Mỡ Su Su	60	15
Cơm Gà Xóm Chiếu	4	1
Cơm Giòn 15K	16	4
Cơm Hải Nam	4	1
Cơm Hạnh Thu	10	3
Cơm Hộp Hàn Quốc	25	6
Cơm nắm Japan 	3	1
Cơm Ngon - Aeon Bình Dương	36	9
Cơm Niêu Ba Hiền - Võ Văn Tần	7	2
Cơm Niêu D2	16	4
Cơm Niêu Sài Gòn - 27 Tú Xương	26	8
Cơm Niêu Sài Gòn - Hồ Xuân Hương	8	2
Cơm Niêu Singapore - Hoàng Hoa Thám	20	5
Cơm Niêu Singapore - Nguyễn Đình Chiểu	16	4
Cơm Niêu Singapore - Sư Vạn Hạnh	56	15
Cơm niêu Singapore.	4	1
Cơm niêu Thuận Thành	28	7
Cơm Nướng Hotto - Lotte Mart Cộng Hòa	65	13
Cơm Nướng Hotto - Lotte Mart Nam Sài Gòn	8	2
Cơm Nướng Hotto - Pico Lotte	7	2
Cơm Nướng Hotto - Vincom Quang Trung	8	2
Com Quynh Mai	384	120
Cơm sấy chiên giòn Vy Thanh	0	3
Cơm Sườn Mê Kông	8	2
Cơm tấm - 74 Nguyễn Văn Cừ 	4	1
Cơm Tấm 112	4	1
Cơm Tấm 2 Ghiền	3	1
Cơm Tấm 207	4	1
Cơm Tấm 39 - Phan Xích Long	8	2
Cơm tấm 390	4	1
Cơm Tấm 68 - Trần Nhân Tôn	8	2
Cơm tấm A Trưởng	4	1
Cơm Tấm An Dương Vương	9	3
Cơm Tấm Ba Ghiền	75	20
Cơm tấm Ba Há	9	2
Cơm Tấm Ba Sơn	8	2
Cơm tấm bãi rác 	12	3
Cơm Tấm Bảy Hiền	25	6
Cơm Tấm Bò Kho - Võ Thị Sáu	3	2
Cơm Tấm Bụi Sài Gòn - Lê Văn Lương	7	2
Cơm tấm Bụi Sài Gòn - Thạch Thị Thang	36	9
Cơm Tấm C2	8	2
Cơm tấm C8 - Xóm Chiếu	36	9
Cơm Tấm Cali - Nguyễn Huệ 	8	2
Cơm Tấm Cali 11 - Xô Viết Nghệ Tĩnh	3	2
Cơm tấm Cali 2 - Hai Bà Trưng	4	2
Cơm Tấm Cali 4	8	2
Cơm Tấm Cali 5 - Nguyễn Chí Thanh	4	2
Cơm Tấm Cô Lệ - Xô Viết Nghệ Tĩnh	14	4
Cơm Tấm Cô Tuyết	5	1
Cơm Tấm Đêm Bến Tre - Huỳnh Tấn Phát	18	4
Cơm Tấm Dì Năm - Khánh Hội	10	3
Cơm tấm gà - Phú Khương	10	2
Cơm tấm Hà - Đinh Tiên Hoàng	5	1
Cơm Tấm Hà Đô - Nguyễn Kiệm	5	1
Cơm tấm Hùng - 194/2 Võ Văn Tần	4	1
Cơm Tấm Hùng - Hẻm 194 Võ Văn Tần	7	2
Cơm Tấm Huyền	0	11
Cơm Tấm Huyền - Đinh Tiên Hoàng	1	1
Cơm Tấm Kiều Giang	11	3
Cơm tấm Kiều Vân	8	2
Cơm Tấm Ngon	23	6
Cơm Tấm Ngon A4 - 006 Chung Cư Ehome3 	5	1
Cơm Tấm Nguyễn - Hoàng Hoa Thám	28	7
Cơm Tấm Nhớ - Hoàng Diệu	11	3
Cơm Tấm Sườn Chéo - Trần Quang Khải	4	1
Cơm Tấm Tài	19	4
Cơm Tấm Thanh Hiệp	4	1
Cơm Tấm Thành Râu - Phùng Văn Cung	7	2
Cơm tấm Thuận Kiều - Đinh Tiên Hoàng	10	2
Cơm Tấm Tú Mập	28	7
Cơm Tấm Tú Mập - Đồng Đen	24	6
Cơm Tấm Tú Mập - Sư Vạn Hạnh	15	4
Cơm Tấm Tứ Quý - Chợ Tân Định	5	2
Cơm Tấm Vỉa Hè - Nguyễn Tri Phương	7	2
Cơm Thố Cháy - 10 Đường 3 Tháng 2	8	2
Cơm Thố Cháy - 1213 Ba Tháng Hai	12	3
Cơm Thố Cháy - AEON Mall	60	12
Cơm Thố Cháy - Aeon Mall Tân Phú	20	5
Cơm Thố Cháy - Cửu Long	8	2
Cơm Thố Cháy - Đinh Bộ Lĩnh	29	7
Cơm Thố Cháy - Lê Thị Riêng	72	16
Cơm Thố Cháy - Nguyễn Văn Thủ	13	3
Cơm Thố Cháy - Tô Hiến Thành	8	2
Cơm Thố Cháy - Vincom Center B	8	2
Cơm Thố Cháy - Võ Văn Tần	4	1
Cơm Trộn 2 Cô - Lê Văn Sỹ	105	27
Cơm Trộn 2 Cô - Xô Viết Nghệ Tĩnh	89	24
Cơm Trộn Bạch Tuộc Hàn Quốc	8	2
Cơm trộn Hai Cô - Lê Văn Sỹ	3	1
Cơm trưa 22k - Bàu Cát 2	16	4
Com Trua 8 Map	462	132
Cơm Trưa Văn Phòng - Tân Hải	18	4
Cơm Vị Hương - Trụ Ký	12	3
Cơm Việt - Pico Lotte	10	2
Come Out Station	10	2
Come Out Station - Shop Thời Trang	332	82
Comedy Cafe - Hàn Thuyên	28	7
Comma Cafe	604	142
Comma Coffee	138	36
Con Bo Map	3586	880
Con Đường Ăn Sáng - Điện Biên Phủ 	11	3
Con Gà Mái  - Nguyễn Văn Đậu	75	15
Con Gà Nướng - Thành Thái	42	11
Con Gà Nướng - Thành Thái 	20	5
Con Gà Trống - CMT8 - Ẩm Thực Khmer	36	12
Con Gà Trống - Nguyễn Thị Minh Khai	4	5
Con Gà Trống Garden 1 - Nguyễn Thị Minh Khai	7	2
Con Hẻm Nhỏ Cafe	4	1
Con Heo Cười - Da Heo Chiên Giòn - Giao Hàng Tận Nơi	41	11
Con Mèo Milktea	10	2
Con Voi Vàng - Hai Bà Trưng	14	4
Con Voi Vàng - Maximark 3 Tháng 2	4	1
Con Voi Vàng - Maximark 3/2	21	6
Cộng Caphe - Bùi Viện	205	53
Cộng Caphe - Lý Tự Trọng	171	44
Cộng Caphe - Nguyễn Thiện Thuật	36	12
Cộng Caphe - Trường Sa	100	21
Công ty DDAU	3	1
CÔNG TY TNHH TM-DV DU LỊCH KHANG HƯNG THỊNH	14	4
Công viên 23/9	683	164
Công Viên Bờ Sông Panorama	728	208
Công Viên Cá Koi Rin Rin Park - Vườn Nhật Bản	905	276
Công Viên Hoàng Văn Thụ	1233	274
Công Viên Lê Thị Riêng	321	90
Công Viên Lê Thị Riêng - Cách Mạng Tháng 8	32	8
Công Viên Lê Văn Tám	651	186
Công Viên Nước Đại Thế Giới	755	192
Công viên nước Đầm Sen	30	6
Công Viên Nước Đầm Sen - Dam Sen Water Park 	792	240
Công Viên Sắc Màu Nhật Bản - Bờ Bao Tân Thắng	400	100
Công Viên Sân Thượng Sky Park - SC VivoCity	947	270
Công viên Suối Mơ	0	1
Công Viên Tao Đàn	528	132
Công viên Thỏ Trắng CMT8	66	22
Công viên văn hóa Đầm Sen	1252	320
Công Xưởng Cafe	24	8
Container Cafe	4	1
Container Kafe	48	13
Continental Palace Saigon Buffet	712	178
Cooku’s Nest Cafe	32	8
Cooku’s Nest Cafe - Acoustic	7	2
Cool drinks 01223651009	12	5
Coriander Ngo Ri	1012	262
Cork and Bottle	988	208
corn2saigon	18	6
Cornology - Bắp Rang Mỹ	4	1
Cornology - Trần Bình Trọng	84	21
Costa Seafood	14	3
Country House Cafe	39	11
Couple - Spaghetti House	36	9
COVET - Trà Sữa Trái Cây Tươi	84	21
Covet - Trà Sữa Trái Cây Tươi - Lê Hồng Phong	8	2
Cow Express	80	20
Cow Express - Sư Vạn Hạnh	9	2
Cow house	18	6
Cowboy Jack's - American Dining - Lotte Mart Gò Vấp	16	4
Cowboy Jack's - American Dining - Vincom Lê Văn Việt	24	6
Cowboy Jack's - American Dining - Võ Văn Tần	130	36
Cowboy Jack's - Lotte Mart Gò Vấp	52	11
Cowboy Jack's - Võ Văn Tần	241	60
Cowboy's Place Coffee & Tea House	8	2
Crawfish Tram Dang	20	4
Crazy Bingsu	266	55
Crazy Panda	3	1
Crazy Panda - Kem Đá Bào - Sư Vạn Hạnh	83	21
Cremista - Kem cuộn Thái Lan, Kem xôi, Trái cây tô	51	14
Creperie & Cafe	16	4
Crepes K -  Chùa Láng	50	10
Crescent Mall	40	8
Crescent Mall - Phú Mỹ Hưng	9	2
Crescent Mall Shopping Center	2108	488
Crystal Jade	6793	1382
Crystal Jade Palace - Lotte Legend Saigon Hotel	15	4
Cứ Ăn Đi - Ăn Vặt Giao Hàng Tận Nơi	8	2
Cụ bà bán muối - Đinh Tiên Hoàng	4	1
Cũ Cafe - Ngô Quyền	8	2
Củ Chuối Shop	0	1
Cú Coffee	10	2
Cửa Hàng Ăn Uống 176	148	38
Cửa hàng Annaseafresh - Trần Quang Khải	4	1
Cửa Hàng Bánh Pía Sóc Trăng - Nguyễn Hữu Hào	720	180
Cửa hàng cá hồi Annaseafresh	4	1
Cửa Hàng Cá Hồi Annaseafresh - Phan Đình Phùng	896	224
Cửa Hàng Cá Khô Fresh AZ	888	222
Cửa hàng cà phê 81 - Nguyễn Văn Nguyễn	45	9
Cửa hàng Cafe 81	10	2
Cửa hàng nước ép và trái cây sạch ViFruit	0	3
Cửa hàng thức ăn nhanh - Kem Pop - Nguyễn Tri Phương	35	9
Cửa Hàng Thực Phẩm Chay Thiện Đức	301	86
Cửa Hàng Tiện Ích Seven	48	12
Cửa hàng Trâm Food	4	1
Cua Mai	4	1
Cua vàng	36	9
CuaCake	0	5
Cuba La Casa Del Mojito	10795	2302
Cuc Gach Quan	13532	3136
Cục Gạch Quán - Mâm Cơm Gia Đình Việt Nam	13	4
Cục Gạch Quán - Thạch Thị Thanh	8	2
Cúcuta Coffee	375	80
CueiCha - Dân Chủ	16	4
CueiCha - Huỳnh Thúc Kháng	36	12
Cueicha - Trà Sữa - Huỳnh Thúc Kháng	22	6
Cún Cưng Coffee	7	2
Cung Hỷ - Nguyễn Văn Luông	40	10
Cung Văn Hóa Lao Động	100	20
Cuộc Sống Dễ Dàng - Nguyễn Tri Phương	30	10
Cưới Cafe - Lê Văn Sỹ	32	9
Cười Lên Cái Coi - Bánh Mì Heo Rừng Nướng	8	2
Cuội Quán Bún Đậu	5	1
Cuốn 286 - Võ Thị Sáu 	4	1
Cường Đôla 2 - Bánh Canh Cá Lóc	16	4
Cup Bop - Korean rice box	2638	702
Cup Of Tea Cafe & Bistro - Linh Lang	40	10
Cup&cake	5	1
Cupcake 0938605688	15	3
Cupcake Ông Mập - 410/9A Cách Mạng Tháng 8	0	3
CupnCake	145	29
Curry Leaf	372	124
Curry Shika	48	12
Curry Shika - Ăn Vặt Nhật Bản	8	2
Curry Shika - Nguyễn Văn Tráng 	15	4
curryfishballs22	15	3
Cút chiên bơ - Tôn Đản	4	1
Cút Chiên Bơ 212 - Tô Hiến Thành	4	1
Cút Chiên Bơ Cô Năm - Đồng Nai	61	15
Cút Vịt Lộn 10 Món - Phan Văn Trị 	37	12
Cút Vịt Lộn 12món	40	8
Cycle Cafe Shop	7	2
Cycle Coffee Shop	28	7
Cyclo - Coffee & Ice Cream	16	4
Cyclo Cafe - Majestic Hotel	1200	300
Cyclo Coffee and Ice-Cream	32	8
Cyclo Resto	11638	2622
D.I.Y Acoustic coffee	36	9
Đá Bào Hưng Trí	5	1
Đá Bào Mật Trái Cây - Quang Trung	28	7
Đá bào mật trái cây Pặc Pi	15	3
Đá Coffee - Lạc Long Quân	8	2
Da Heo Chiên Giòn Tỏi Ớt - Shop Online	0	3
Da heo muối ớt chiên giòn	33	11
Da Heo Út Cưng - Kinh Dương Vương	5	2
Đà Lạt Phố Cafe - Huỳnh Mẫn Đạt	16	4
Đà Lạt Phố Cafe - Lữ Gia	14	4
Đà Lạt Phố Cafe - Lữ Gia  	5	1
Đà Lạt Phố Cafe - Nguyễn Thị Minh Khai	15	4
Đà Lạt Phố Cafe - Trường Sơn	8	2
Đà Lạt Quán	4	1
Đà Lạt Quán - Bún Riêu & Mì Quảng 	7	2
Đà Lạt Quán - Kem Bơ	8	2
Đặc sản bánh Huế	24	6
Đặc Sản Cháo Vịt Long An	4	1
Đặc sản Đà Nẵng - Nguyễn Thị Minh Khai	10	2
Đặc sản Đà Nẵng tại TP.HCM	80	16
Đặc sản dê - Hoàng Văn Thụ	20	4
Đặc sản dê 44 - Hoàng Văn Thụ	4	1
Đặc sản Đồng Quê	4	1
Đặc Sản Hào Sữa - Nguyễn Quí Đức	4	1
Đặc Sản Hào Sữa - Nguyễn Thượng Hiền	14	4
Đặc Sản Khoai Lang Mật Đà Lạt - Shop Online	10	2
Đặc Sản Làng Tôi - Bún Chả & Lẩu Cá Thu	8	2
Đặc Sản Lạp Xưởng Siem Riep - Shop Online	75	15
Đặc Sản Ngon Sạch	640	160
Đặc sản Ninh Thuận - Phan Rang	30	10
Đặc Sản Phan Rang 2 - Trường Sơn	8	2
Đặc sản Phan Thiết	20	5
Đặc Sản Phú Quốc Hà Tiên	9	3
Đặc sản Quê Tui	55	11
Đặc Sản Tây Ninh Ngọc Hân	90	18
Đặc sản Tây Ninh Ngọc Hân - Phan Văn Hân	43	10
Đặc Sản Theo Mùa - Giao Hàng Tận Nơi	340	84
Dae Jang Gum - Kumho Asiana	71	15
Đại Dương - Trung tâm tiệc cưới	24	8
Đại Học Công Nghệ Kỹ Thuật Hutech	24	7
Đại Học Ngoại Thương Cơ Sở 2 Tại TP Hồ Chí Minh	1976	494
Đại Khánh	36	9
Đại Lý Nước Giải Khát Ánh Hồng - Phạm Văn Hai	24	6
Đại Lý Vé Máy Bay T & D - Bến Vân Đồn	960	240
Đại Nam Hưng - Tiệc Cưới & Hội Nghị & Karaoke	1509	420
Đại Thống - Nhà hàng tiệc cưới	1072	268
Daichan Ramen	76	19
Dairy Queen - Đinh Tiên Hoàng	4	1
Dairy Queen - Hai Bà Trưng	39	8
Dairy Queen - Hoàng Diệu	58	13
Dairy Queen - Nguyễn Trãi	8	2
Dairy Queen - Nguyễn Tri Phương	95	20
Dairy Queen - Võ Văn Ngân	48	12
Dairy Queen Grill and Chill	45	15
Dairy Queen Nguyễn Thị Minh Khai	16	4
Daiso Japan - Cửa Hàng Đồng Giá Nhật Bản - SC VivoCity	1435	332
Daiso Japan - Cửa Hàng Đồng Giá Nhật Bản - Vincom Mega Mall Thảo Điền	150	40
Đăk.Rao Coffee - Lữ Gia	6	2
Dalat Cadasa Resort 	4	1
DaLat Crepes	15	3
Dalat Foodie	0	5
Dalat Foods	36	12
Dallas Cakes & Coffee	36	9
Dallas Cakes & Coffee - 3 Tháng 2	90	25
Dallas Cakes & Coffee - chi nhánh 3/2	34	7
Dallas Cakes & Coffee - Đường D1	285	60
Dallas Cakes & Coffee - Hai Bà Trưng	54	12
Dallas Cakes & Coffee - Phan Xích Long	8	2
Đàm Thiên	0	5
Danang Food Center	41	10
DANBO Ramen Shop - Tokonstu Ramen	7	2
Đặng Hoài Thảo Uyên	12	4
Dáng Tiên Spa	6	4
Đảo Bạch Tuộc - Bia Tuyết & Bạch Tuộc Nướng	22	6
Đạo Coffee & Sushi	4	1
Đảo Khỉ - Cần Giờ	691	192
Đảo Kim Cương - Diamond Island	906	226
Đào Phương	0	2
Đạo Quán - Ẩm Thực Nhật Bản	62	16
Đảo Tam Hải	24	6
Đảo Thạnh An	1226	306
Daruma - Phan Xích Long	4	1
Daruma - Quán Ăn Nhật Bản - IPH Xuân Thuỷ	4	1
Daruma - Quán Ăn Nhật Bản - Nam Kỳ Khởi Nghĩa	58	12
Daruma - Quán Ăn Nhật Bản - Vincom Quang Trung	14	4
Daruma - Vincom Quang Trung	56	14
Dasis Coffee & Tea House - Phó Đức Chính	88	22
